pair_name,turn_ID,speaker,utterance,target,trial,director,correct_answer,given_answer,accuracy,processed_utterance,pos_sequence,lemmas_sequence,text_lemma_pos,round
pair08,236,B,misvormde kubus ofzo #laughs#,02,14,A,I,I,1,misvormde kubus,ADJ NOUN ,misvormd kubus ,misvormde_misvormd#ADJ kubus_kubus#NOUN ,1
pair08,237,A,ja,02,14,A,I,I,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,238,B,ja bovenop een driehoek uh,02,14,A,I,I,1,ja bovenop een driehoek,INTJ ADP DET NOUN ,ja bovenop een driehoek ,ja_ja#INTJ bovenop_bovenop#ADP een_een#DET driehoek_driehoek#NOUN ,1
pair08,239,A,bovenop een driehoek ja,02,14,A,I,I,1,bovenop een driehoek ja,ADP DET NOUN INTJ ,bovenop een driehoek ja ,bovenop_bovenop#ADP een_een#DET driehoek_driehoek#NOUN ja_ja#INTJ ,1
pair08,240,B,ja,02,14,A,I,I,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,241,B,ja dat is *I*,02,14,A,I,I,1,ja dat is I,INTJ PRON AUX PROPN ,ja dat zijn I ,ja_ja#INTJ dat_dat#PRON is_zijn#AUX I_I#PROPN ,1
pair08,242,A,ja,02,14,A,I,I,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,243,B,uh deze heeft een vierkant uh beetje aan de voorkant beetje naar rechts uh toe,01,15,B,7,7,1,deze heeft een vierkant beetje aan de voorkant beetje naar rechts toe,PRON AUX DET ADJ NOUN ADP DET NOUN NOUN ADP ADJ ADP ,deze hebben een vierkant beetje aan de voorkant beetje naar rechts toe ,deze_deze#PRON heeft_hebben#AUX een_een#DET vierkant_vierkant#ADJ beetje_beetje#NOUN aan_aan#ADP de_de#DET voorkant_voorkant#NOUN beetje_beetje#NOUN naar_naar#ADP rechts_rechts#ADJ toe_toe#ADP ,1
pair08,244,B,en links um twee van die staven met vierkanten die steeds groter worden,01,15,B,7,7,1,en links twee van die staven met vierkanten die steeds groter worden,CCONJ ADJ NUM ADP DET NOUN ADP NOUN PRON ADV ADJ VERB ,en links twee van die staven met vierkant die steeds groot worden ,en_en#CCONJ links_links#ADJ twee_twee#NUM van_van#ADP die_die#DET staven_staven#NOUN met_met#ADP vierkanten_vierkant#NOUN die_die#PRON steeds_steeds#ADV groter_groot#ADJ worden_worden#VERB ,1
pair08,245,A,ja,01,15,B,7,7,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,246,B,en (ja),01,15,B,7,7,1,en ja,CCONJ INTJ ,en ja ,en_en#CCONJ ja_ja#INTJ ,1
pair08,247,A,en en bovenop een uh een staafje #claps hands# met een plat- met een platte,01,15,B,7,7,1,en en bovenop een een staafje met een met een platte,CCONJ CCONJ ADP DET DET NOUN ADP DET ADP DET ADJ ,en en bovenop een een staaf met een met een plat ,en_en#CCONJ en_en#CCONJ bovenop_bovenop#ADP een_een#DET een_een#DET staafje_staaf#NOUN met_met#ADP een_een#DET met_met#ADP een_een#DET platte_plat#ADJ ,1
pair08,248,B,ja,01,15,B,7,7,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,249,B,soort paddenstoel ja,01,15,B,7,7,1,soort paddenstoel ja,NOUN NOUN INTJ ,soort paddenstoel ja ,soort_soort#NOUN paddenstoel_paddenstoel#NOUN ja_ja#INTJ ,1
pair08,250,A,ja,01,15,B,7,7,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,251,A,uh *7*,01,15,B,7,7,1,zeven,NUM ,zeven ,zeven_zeven#NUM ,1
pair08,252,A,#smacks lips# uh dan is er nou eentje met een um ja een uitsteeksel dat een beetje achtvormig lijkt,12,16,A,H,H,1,dan is er nou eentje met een ja een uitsteeksel dat een beetje achtvormig lijkt,ADV VERB ADV ADV NUM ADP DET NOUN DET NOUN PRON DET NOUN ADJ VERB ,dan zijn er nou één met een ja een uitsteeksel dat een beetje achtvormig lijken ,dan_dan#ADV is_zijn#VERB er_er#ADV nou_nou#ADV eentje_één#NUM met_met#ADP een_een#DET ja_ja#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN dat_dat#PRON een_een#DET beetje_beetje#NOUN achtvormig_achtvormig#ADJ lijkt_lijken#VERB ,1
pair08,253,A,met een (na ja) dat is niet zo (goed) (?) beschrijving een uitsteeksel naar de linkerkant,12,16,A,H,H,1,met een na ja dat is niet zo goed beschrijving een uitsteeksel naar de linkerkant,ADP NUM ADP INTJ PRON AUX ADV ADV ADJ NOUN DET NOUN ADP DET NOUN ,met één na ja dat zijn niet zo goed beschrijving een uitsteeksel naar de linkerkant ,met_met#ADP een_één#NUM na_na#ADP ja_ja#INTJ dat_dat#PRON is_zijn#AUX niet_niet#ADV zo_zo#ADV goed_goed#ADJ beschrijving_beschrijving#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN naar_naar#ADP de_de#DET linkerkant_linkerkant#NOUN ,1
pair08,254,A,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,12,16,A,H,H,1,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,CCONJ ADP DET NOUN VERB ADV SCONJ ADV DET NOUN ADJ DET NOUN NOUN ADP VERB ,en op dat uitsteeksel lijken wel alsof er een beetje schuin een soort spijker tegenaan staan ,en_en#CCONJ op_op#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN lijkt_lijken#VERB wel_wel#ADV alsof_alsof#SCONJ er_er#ADV een_een#DET beetje_beetje#NOUN schuin_schuin#ADJ een_een#DET soort_soort#NOUN spijker_spijker#NOUN tegenaan_tegenaan#ADP staat_staan#VERB ,1
pair08,255,A,"of op, op staat",12,16,A,H,H,1,"of op, op staat",CCONJ ADP PUNCT ADP NOUN ,"of op , op staat ","of_of#CCONJ op_op#ADP ,_,#PUNCT op_op#ADP staat_staat#NOUN ",1
pair08,256,A,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad uh op zijn plek houdt,12,16,A,H,H,1,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad op zijn plek houdt,CCONJ ADP DET NOUN AUX PRON ADV DET ADJ NOUN CCONJ PRON VERB DET NOUN ADP DET NOUN CCONJ PRON VERB ADV ADV DET ADJ ADJ NOUN PRON PRON NOUN ADP PRON NOUN VERB ,en aan de rechterkant hebben hij ook een klein uitsteeksel en dat lijken een beetje op een dienblad en je uitzien ook nog een heel klein armp dat dat dienblad op zijn plek houden ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN heeft_hebben#AUX hij_hij#PRON ook_ook#ADV een_een#DET klein_klein#ADJ uitsteekseltje_uitsteeksel#NOUN en_en#CCONJ dat_dat#PRON lijkt_lijken#VERB een_een#DET beetje_beetje#NOUN op_op#ADP een_een#DET dienblad_dienblad#NOUN en_en#CCONJ je_je#PRON ziet_uitzien#VERB ook_ook#ADV nog_nog#ADV een_een#DET heel_heel#ADJ klein_klein#ADJ armpje_armp#NOUN dat_dat#PRON dat_dat#PRON dienblad_dienblad#NOUN op_op#ADP zijn_zijn#PRON plek_plek#NOUN houdt_houden#VERB ,1
pair08,257,B,oh ja en zo'n heel groot ding links naar boven?,12,16,A,H,H,1,ja en zo'n heel groot ding links naar boven,INTJ CCONJ ADV ADJ ADJ NOUN ADJ ADP ADP ,ja en zo'n heel groot ding links naar boven ,ja_ja#INTJ en_en#CCONJ zo'n_zo'n#ADV heel_heel#ADJ groot_groot#ADJ ding_ding#NOUN links_links#ADJ naar_naar#ADP boven_boven#ADP ,1
pair08,258,B,zoiets,12,16,A,H,H,1,zoiets,PRON ,zoiets ,zoiets_zoiets#PRON ,1
pair08,259,A,ja,12,16,A,H,H,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,260,A,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe uh,12,16,A,H,H,1,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe,INTJ ADJ ADV PRON AUX PRON PRON AUX VERB DET NOUN ADP DET ADJ NOUN CCONJ PRON AUX ADV ADJ ADP DET NOUN ADP ,ja links daarboven dat zijn wat ik zullen zeggen die spijker met een plat kop en die worden steeds puntig naar dat uitsteeksel toe ,ja_ja#INTJ links_links#ADJ daarboven_daarboven#ADV dat_dat#PRON is_zijn#AUX wat_wat#PRON ik_ik#PRON zou_zullen#AUX zeggen_zeggen#VERB die_die#DET spijker_spijker#NOUN met_met#ADP een_een#DET platte_plat#ADJ kop_kop#NOUN en_en#CCONJ die_die#PRON wordt_worden#AUX steeds_steeds#ADV puntiger_puntig#ADJ naar_naar#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN toe_toe#ADP ,1
pair08,261,B,ja,12,16,A,H,H,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,262,B,oh ja,12,16,A,H,H,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,263,B,ja,12,16,A,H,H,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair08,264,B,ja oh ja,12,16,A,H,H,1,ja ja,INTJ INTJ ,ja ja ,ja_ja#INTJ ja_ja#INTJ ,1
pair08,265,B,dat is *H*,12,16,A,H,H,1,dat is H,PRON AUX PROPN ,dat zijn H ,dat_dat#PRON is_zijn#AUX H_H#PROPN ,1
pair08,266,A,oké,14,1,B,10,10,1,oké,ADJ ,oké ,oké_oké#ADJ ,2
pair08,267,B,um deze heeft een balletje op de bovenkant,14,1,B,10,10,1,deze heeft een balletje op de bovenkant,PRON VERB DET NOUN ADP DET NOUN ,deze hebben een balle op de bovenkant ,deze_deze#PRON heeft_hebben#VERB een_een#DET balletje_balle#NOUN op_op#ADP de_de#DET bovenkant_bovenkant#NOUN ,2
pair08,268,B,en een rechte staaf aan de voorkant,14,1,B,10,10,1,en een rechte staaf aan de voorkant,CCONJ DET ADJ NOUN ADP DET NOUN ,en een recht staaf aan de voorkant ,en_en#CCONJ een_een#DET rechte_recht#ADJ staaf_staaf#NOUN aan_aan#ADP de_de#DET voorkant_voorkant#NOUN ,2
pair08,269,A,ja,14,1,B,10,10,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,270,A,dat is die uh korfbalkorf een beetje,14,1,B,10,10,1,dat is die korfbalkorf een beetje,PRON AUX DET NOUN DET NOUN ,dat zijn die korfbalkorf een beetje ,dat_dat#PRON is_zijn#AUX die_die#DET korfbalkorf_korfbalkorf#NOUN een_een#DET beetje_beetje#NOUN ,2
pair08,271,B,oh ja ja #laughs#,14,1,B,10,10,1,ja ja,INTJ INTJ ,ja ja ,ja_ja#INTJ ja_ja#INTJ ,2
pair08,272,A,ja?,14,1,B,10,10,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,273,A,uh dat is *10*,14,1,B,10,10,1,dat is tien,PRON AUX NUM ,dat zijn tien ,dat_dat#PRON is_zijn#AUX tien_tien#NUM ,2
pair08,274,A,"um #breaths# deze heeft een uh halve cirkel links aan de achterkant, die zichtbaar is",09,2,A,D,D,1,"deze heeft een halve cirkel links aan de achterkant, die zichtbaar is",PRON VERB DET ADJ NOUN ADJ ADP DET NOUN PUNCT PRON ADJ AUX ,"deze hebben een half cirkel links aan de achterkant , die zichtbaar zijn ","deze_deze#PRON heeft_hebben#VERB een_een#DET halve_half#ADJ cirkel_cirkel#NOUN links_links#ADJ aan_aan#ADP de_de#DET achterkant_achterkant#NOUN ,_,#PUNCT die_die#PRON zichtbaar_zichtbaar#ADJ is_zijn#AUX ",2
pair08,275,A,en aan de onderkant dat uh dat sta- dat dat um dat pootje,09,2,A,D,D,1,en aan de onderkant dat dat dat dat dat pootje,CCONJ ADP DET NOUN SCONJ PRON SCONJ PRON DET NOUN ,en aan de onderkant dat dat dat dat dat poo ,en_en#CCONJ aan_aan#ADP de_de#DET onderkant_onderkant#NOUN dat_dat#SCONJ dat_dat#PRON dat_dat#SCONJ dat_dat#PRON dat_dat#DET pootje_poo#NOUN ,2
pair08,276,B,ja,09,2,A,D,D,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,277,A,waar je hem op tafel zou kunnen zetten en aan de linkerkant is een soort gootje of een,09,2,A,D,D,1,waar je hem op tafel zou kunnen zetten en aan de linkerkant is een soort gootje of een,ADV PRON PRON ADP NOUN AUX AUX VERB CCONJ ADP DET NOUN AUX DET NOUN NOUN CCONJ DET ,waar je hem op tafel zullen kunnen zetten en aan de linkerkant zijn een soort goo of een ,waar_waar#ADV je_je#PRON hem_hem#PRON op_op#ADP tafel_tafel#NOUN zou_zullen#AUX kunnen_kunnen#AUX zetten_zetten#VERB en_en#CCONJ aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN is_zijn#AUX een_een#DET soort_soort#NOUN gootje_goo#NOUN of_of#CCONJ een_een#DET ,2
pair08,278,B,ja ja ja dat is ja,09,2,A,D,D,1,ja ja ja dat is ja,INTJ INTJ INTJ PRON AUX INTJ ,ja ja ja dat zijn ja ,ja_ja#INTJ ja_ja#INTJ ja_ja#INTJ dat_dat#PRON is_zijn#AUX ja_ja#INTJ ,2
pair08,279,B,ja staafje inderdaad ja,09,2,A,D,D,1,ja staafje inderdaad ja,INTJ NOUN ADV INTJ ,ja staaf inderdaad ja ,ja_ja#INTJ staafje_staaf#NOUN inderdaad_inderdaad#ADV ja_ja#INTJ ,2
pair08,280,A,staafje en bovenop rechts zit ook nog een uh ovaal,09,2,A,D,D,1,staafje en bovenop rechts zit ook nog een ovaal,NOUN CCONJ ADP ADJ VERB ADV ADV DET ADJ ,staaf en bovenop rechts zitten ook nog een ovaal ,staafje_staaf#NOUN en_en#CCONJ bovenop_bovenop#ADP rechts_rechts#ADJ zit_zitten#VERB ook_ook#ADV nog_nog#ADV een_een#DET ovaal_ovaal#ADJ ,2
pair08,281,B,ovaal ja,09,2,A,D,D,1,ovaal ja,ADJ INTJ ,ovaal ja ,ovaal_ovaal#ADJ ja_ja#INTJ ,2
pair08,282,A,ja,09,2,A,D,D,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,283,B,*D*,09,2,A,D,D,1,D,PROPN ,d ,D_d#PROPN ,2
pair08,284,B,deze heeft net zo'n uh ovaal dingetje als de vorige bovenop en ook linksonder een beetje,16,3,B,5,5,1,deze heeft net zo'n ovaal dingetje als de vorige bovenop en ook linksonder een beetje,PRON AUX ADV DET ADJ NOUN SCONJ DET ADJ ADP CCONJ ADV NOUN DET NOUN ,deze hebben net zo'n ovaal dinge als de vorig bovenop en ook linksonder een beetje ,deze_deze#PRON heeft_hebben#AUX net_net#ADV zo'n_zo'n#DET ovaal_ovaal#ADJ dingetje_dinge#NOUN als_als#SCONJ de_de#DET vorige_vorig#ADJ bovenop_bovenop#ADP en_en#CCONJ ook_ook#ADV linksonder_linksonder#NOUN een_een#DET beetje_beetje#NOUN ,2
pair08,285,B,en een vierkant rechts die steeds groter wordt,16,3,B,5,5,1,en een vierkant rechts die steeds groter wordt,CCONJ DET ADJ ADJ PRON ADV ADJ VERB ,en een vierkant rechts die steeds groot worden ,en_en#CCONJ een_een#DET vierkant_vierkant#ADJ rechts_rechts#ADJ die_die#PRON steeds_steeds#ADV groter_groot#ADJ wordt_worden#VERB ,2
pair08,286,B,en nog een kleine ja haak ofzo linksachter,16,3,B,5,5,1,en nog een kleine ja haak linksachter,CCONJ ADV DET ADJ INTJ NOUN NOUN ,en nog een klein ja haak linksachter ,en_en#CCONJ nog_nog#ADV een_een#DET kleine_klein#ADJ ja_ja#INTJ haak_haak#NOUN linksachter_linksachter#NOUN ,2
pair08,287,A,oh ja,16,3,B,5,5,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,288,A,en en linksachter hè?,16,3,B,5,5,1,en en linksachter,CCONJ CCONJ NOUN ,en en linksachter ,en_en#CCONJ en_en#CCONJ linksachter_linksachter#NOUN ,2
pair08,289,B,ja,16,3,B,5,5,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,290,A,dus (li-) links schuin naar voor wijst een ovaal en recht (er) omhoog hè?,16,3,B,5,5,1,dus links schuin naar voor wijst een ovaal en recht er omhoog,ADV ADJ ADJ ADP ADP VERB DET ADJ CCONJ ADJ ADV ADV ,dus links schuin naar voor wijzen een ovaal en recht er omhoog ,dus_dus#ADV links_links#ADJ schuin_schuin#ADJ naar_naar#ADP voor_voor#ADP wijst_wijzen#VERB een_een#DET ovaal_ovaal#ADJ en_en#CCONJ recht_recht#ADJ er_er#ADV omhoog_omhoog#ADV ,2
pair08,291,B,ja,16,3,B,5,5,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,292,B,ja ja,16,3,B,5,5,1,ja ja,INTJ INTJ ,ja ja ,ja_ja#INTJ ja_ja#INTJ ,2
pair08,293,A,en aan de rechterkant is dat die die groot wordende,16,3,B,5,5,1,en aan de rechterkant is dat die die groot wordende,CCONJ ADP DET NOUN AUX SCONJ PRON DET ADJ VERB ,en aan de rechterkant zijn dat die die groot worden ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN is_zijn#AUX dat_dat#SCONJ die_die#PRON die_die#DET groot_groot#ADJ wordende_worden#VERB ,2
pair08,294,B,ja,16,3,B,5,5,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,295,A,"vierkant, dat groot wordende vierkant, oké",16,3,B,5,5,1,"vierkant, dat groot wordende vierkant, oké",ADJ PUNCT SCONJ ADJ ADJ ADJ PUNCT ADJ ,"vierkant , dat groot worden vierkant , oké ","vierkant_vierkant#ADJ ,_,#PUNCT dat_dat#SCONJ groot_groot#ADJ wordende_worden#ADJ vierkant_vierkant#ADJ ,_,#PUNCT oké_oké#ADJ ",2
pair08,296,A,nummer *5*,16,3,B,5,5,1,nummer vijf,NOUN NUM ,nummer vijf ,nummer_nummer#NOUN vijf_vijf#NUM ,2
pair08,297,A,"#smacks lips# um ja dit is dan uh ja de vogelachtige figuur met een klein staartje, één poot en de de driehoekvorm als als voet of als uh",03,4,A,A,A,1,"ja dit is dan ja de vogelachtige figuur met een klein staartje, één poot en de de driehoekvorm als als voet of als",INTJ PRON AUX ADV INTJ DET ADJ NOUN ADP DET ADJ NOUN PUNCT NUM NOUN CCONJ DET DET NOUN SCONJ SCONJ NOUN CCONJ SCONJ ,"ja dit zijn dan ja de vogelachtig figuur met een klein staart , één poot en de de driehoekvorm als als voet of als ","ja_ja#INTJ dit_dit#PRON is_zijn#AUX dan_dan#ADV ja_ja#INTJ de_de#DET vogelachtige_vogelachtig#ADJ figuur_figuur#NOUN met_met#ADP een_een#DET klein_klein#ADJ staartje_staart#NOUN ,_,#PUNCT één_één#NUM poot_poot#NOUN en_en#CCONJ de_de#DET de_de#DET driehoekvorm_driehoekvorm#NOUN als_als#SCONJ als_als#SCONJ voet_voet#NOUN of_of#CCONJ als_als#SCONJ ",2
pair08,298,B,een voet ja,03,4,A,A,A,1,een voet ja,DET NOUN INTJ ,een voet ja ,een_een#DET voet_voet#NOUN ja_ja#INTJ ,2
pair08,299,B,ja en een staartje links,03,4,A,A,A,1,ja en een staartje links,INTJ CCONJ DET NOUN ADJ ,ja en een staart link ,ja_ja#INTJ en_en#CCONJ een_een#DET staartje_staart#NOUN links_link#ADJ ,2
pair08,300,A,staartje links en een soort vleugeltje in het midden en dan aan de rechterkant een soort kopje,03,4,A,A,A,1,staartje links en een soort vleugeltje in het midden en dan aan de rechterkant een soort kopje,NOUN ADJ CCONJ DET NOUN NOUN ADP DET NOUN CCONJ ADV ADP DET NOUN DET NOUN NOUN ,staart link en een soort vleugel in het midden en dan aan de rechterkant een soort kop ,staartje_staart#NOUN links_link#ADJ en_en#CCONJ een_een#DET soort_soort#NOUN vleugeltje_vleugel#NOUN in_in#ADP het_het#DET midden_midden#NOUN en_en#CCONJ dan_dan#ADV aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN een_een#DET soort_soort#NOUN kopje_kop#NOUN ,2
pair08,301,B,ja,03,4,A,A,A,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,302,B,ja,03,4,A,A,A,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,303,B,ja,03,4,A,A,A,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,304,B,dat is *A*,03,4,A,A,A,1,dat is A,PRON AUX NOUN ,dat zijn A ,dat_dat#PRON is_zijn#AUX A_A#NOUN ,2
pair08,305,B,dit is die soort uh gieter,10,5,B,1,1,1,dit is die soort gieter,PRON AUX DET NOUN NOUN ,dit zijn die soort gieter ,dit_dit#PRON is_zijn#AUX die_die#DET soort_soort#NOUN gieter_gieter#NOUN ,2
pair08,306,B,um links en rechts uh ja een staaf met een bolletje eraan,10,5,B,1,1,1,links en rechts ja een staaf met een bolletje eraan,ADJ CCONJ ADJ INTJ DET NOUN ADP DET NOUN ADV ,links en rechts ja een staaf met een bolle eraan ,links_links#ADJ en_en#CCONJ rechts_rechts#ADJ ja_ja#INTJ een_een#DET staaf_staaf#NOUN met_met#ADP een_een#DET bolletje_bolle#NOUN eraan_eraan#ADV ,2
pair08,307,A,ja,10,5,B,1,1,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,308,B,ja en daar achter uh,10,5,B,1,1,1,ja en daar achter,INTJ CCONJ ADV ADP ,ja en daar achter ,ja_ja#INTJ en_en#CCONJ daar_daar#ADV achter_achter#ADP ,2
pair08,309,A,en aan de achterkant dat vierkantje,10,5,B,1,1,1,en aan de achterkant dat vierkantje,CCONJ ADP DET NOUN DET NOUN ,en aan de achterkant dat vierkantje ,en_en#CCONJ aan_aan#ADP de_de#DET achterkant_achterkant#NOUN dat_dat#DET vierkantje_vierkantje#NOUN ,2
pair08,310,B,ja,10,5,B,1,1,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,311,A,ja nummer *1*,10,5,B,1,1,1,ja nummer een,INTJ NOUN DET ,ja nummer een ,ja_ja#INTJ nummer_nummer#NOUN een_een#DET ,2
pair08,312,A,"um ja deze heeft dus ook vier uitsteeksels, twee aan de bovenkant",11,6,A,C,C,1,"ja deze heeft dus ook vier uitsteeksels, twee aan de bovenkant",INTJ PRON VERB ADV ADV NUM NOUN PUNCT NUM ADP DET NOUN ,"ja deze hebben dus ook vier uitsteeksel , twee aan de bovenkant ","ja_ja#INTJ deze_deze#PRON heeft_hebben#VERB dus_dus#ADV ook_ook#ADV vier_vier#NUM uitsteeksels_uitsteeksel#NOUN ,_,#PUNCT twee_twee#NUM aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN ",2
pair08,313,A,één een beetje links,11,6,A,C,C,1,één een beetje links,NUM DET NOUN ADJ ,één een beetje links ,één_één#NUM een_een#DET beetje_beetje#NOUN links_links#ADJ ,2
pair08,314,A,links is een soort gootje,11,6,A,C,C,1,links is een soort gootje,ADJ AUX DET NOUN NOUN ,links zijn een soort gootje ,links_links#ADJ is_zijn#AUX een_een#DET soort_soort#NOUN gootje_gootje#NOUN ,2
pair08,315,A,en rechts aan de voorkant is er een soort bal,11,6,A,C,C,1,en rechts aan de voorkant is er een soort bal,CCONJ ADJ ADP DET NOUN VERB ADV DET NOUN NOUN ,en rechts aan de voorkant zijn er een soort bal ,en_en#CCONJ rechts_rechts#ADJ aan_aan#ADP de_de#DET voorkant_voorkant#NOUN is_zijn#VERB er_er#ADV een_een#DET soort_soort#NOUN bal_bal#NOUN ,2
pair08,316,B,een bal,11,6,A,C,C,1,een bal,DET NOUN ,een bal ,een_een#DET bal_bal#NOUN ,2
pair08,317,B,ja,11,6,A,C,C,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,318,A,ja,11,6,A,C,C,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,319,B,dat is *C*,11,6,A,C,C,1,dat is C,PRON AUX NOUN ,dat zijn C ,dat_dat#PRON is_zijn#AUX C_C#NOUN ,2
pair08,320,B,um ja dit is die met dat dienblad wat jij zei uh,12,7,B,7,7,1,ja dit is die met dat dienblad wat jij zei,INTJ PRON AUX PRON ADP DET NOUN PRON PRON VERB ,ja dit zijn die met dat dienblad wat jij zeggen ,ja_ja#INTJ dit_dit#PRON is_zijn#AUX die_die#PRON met_met#ADP dat_dat#DET dienblad_dienblad#NOUN wat_wat#PRON jij_jij#PRON zei_zeggen#VERB ,2
pair08,321,A,oh ja,12,7,B,7,7,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,322,B,rechts dat dienblad en links uh die spijker,12,7,B,7,7,1,rechts dat dienblad en links die spijker,ADJ DET NOUN CCONJ NOUN DET NOUN ,rechts dat dienblad en links die spijker ,rechts_rechts#ADJ dat_dat#DET dienblad_dienblad#NOUN en_en#CCONJ links_links#NOUN die_die#DET spijker_spijker#NOUN ,2
pair08,323,A,even kijken,12,7,B,7,7,1,even kijken,ADV VERB ,even kijken ,even_even#ADV kijken_kijken#VERB ,2
pair08,324,A,ja,12,7,B,7,7,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,325,A,en die spijker,12,7,B,7,7,1,en die spijker,CCONJ DET NOUN ,en die spijker ,en_en#CCONJ die_die#DET spijker_spijker#NOUN ,2
pair08,326,B,ja,12,7,B,7,7,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,327,A,ja nummer *7*,12,7,B,7,7,1,ja nummer zeven,INTJ NOUN NUM ,ja nummer zeven ,ja_ja#INTJ nummer_nummer#NOUN zeven_zeven#NUM ,2
pair08,328,A,um ja deze is met dat uitsteeksel met die twee handvaatjes zo,07,8,A,L,L,1,ja deze is met dat uitsteeksel met die twee handvaatjes zo,INTJ PRON AUX ADP DET NOUN ADP DET NUM NOUN ADV ,ja deze zijn met dat uitsteeksel met die twee handvaat zo ,ja_ja#INTJ deze_deze#PRON is_zijn#AUX met_met#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN met_met#ADP die_die#DET twee_twee#NUM handvaatjes_handvaat#NOUN zo_zo#ADV ,2
pair08,329,B,oh ja,07,8,A,L,L,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
pair08,330,A,en dat (?) dat,07,8,A,L,L,1,en dat dat,CCONJ SCONJ PRON ,en dat dat ,en_en#CCONJ dat_dat#SCONJ dat_dat#PRON ,2
pair08,331,B,piramide op zijn kop uh ja,07,8,A,L,L,1,piramide op zijn kop ja,NOUN ADP PRON NOUN INTJ ,piramide op zijn kop ja ,piramide_piramide#NOUN op_op#ADP zijn_zijn#PRON kop_kop#NOUN ja_ja#INTJ ,2
pair08,332,A,"ja dat kommetje dat je zo, lijkt wel alsof je dat zo kunt kiepen ofzo",07,8,A,L,L,1,"ja dat kommetje dat je zo, lijkt wel alsof je dat zo kunt kiepen",INTJ DET NOUN SCONJ PRON ADV PUNCT VERB ADV SCONJ PRON PRON ADV AUX VERB ,"ja dat komme dat je zo , lijken wel alsof je dat zo kunnen kiepen ","ja_ja#INTJ dat_dat#DET kommetje_komme#NOUN dat_dat#SCONJ je_je#PRON zo_zo#ADV ,_,#PUNCT lijkt_lijken#VERB wel_wel#ADV alsof_alsof#SCONJ je_je#PRON dat_dat#PRON zo_zo#ADV kunt_kunnen#AUX kiepen_kiepen#VERB ",2
pair08,333,B,ja,07,8,A,L,L,1,ja,INTJ ,ja ,ja_ja#INTJ ,2
