"Pair";"Session";"Fribble_nr";"Name_a";"Name_b"
"027028";"post";15;"tabakspijp glijbaan";"glijbaan"
"027028";"post";16;"doorboord wolkenkrabbers";"wolkenkrabber"
"029030";"pre";1;"vierkant aan zijkant";"vierkant vlak voorkant"
"029030";"pre";2;"driehoek bovenop";"driehoekige punt bovenop"
"029030";"pre";3;"staand op driehoek";"wijnglas voet onderaan"
"029030";"pre";4;"twee horizontale balkjes";"klein dekseltje erop"
"029030";"pre";5;"horizontaal balkje bovenop";"steekt minste uit"
"029030";"pre";6;"balk door bolletje";"stampot stamper aan zijkant"
"029030";"pre";7;"plateau twee schuine pootjes";"bankje ertegen"
"029030";"pre";8;"gebogen balkje onderkant";"twee ruiten bovenop"
"029030";"pre";9;"rond balkje links";"soeplepel rechtsboven"
"029030";"pre";10;"twee bolletjes zijkanten";"knobbel handvaten tegenover"
"029030";"pre";11;"ei zijkant";"los paasei voorop"
"029030";"pre";12;"rond plateautje zijkant";"spijker linksboven"
"029030";"pre";13;"op vierkant plateau";"drie bolletjes slinger"
"029030";"pre";14;"bolletje bovenop";"verticale balk voorkant"
"029030";"pre";15;"vierkant plateau halverwege";"plaat erdoor heen"
"029030";"pre";16;"drie kubusjes zijkant";"twee haakse handvaten"
"029030";"post";1;"twee minecraft vierkant";"twee minecraft links"
"029030";"post";2;"driehoek bovenop";"driehoek bovenop"
"029030";"post";3;"wijnglas";"wijnglas"
"029030";"post";4;"vogeltje";"eendje of vogeltje"
"029030";"post";5;"middelvinger";"middelvinger"
"029030";"post";6;"stampot stamper";"stampot stamper"
"029030";"post";7;"bankje twee pootjes";"tafeltje of bankje"
"029030";"post";8;"ruitjes gebogen balk";"minecraft op vierkantjes"
"029030";"post";9;"voetstuk theelepel handvat";"theelepeltje"
"029030";"post";10;"twee knobbel handvatten";"knobbel handvaten"
"029030";"post";11;"ei twee uitsteeksels";"ei voorop"
"029030";"post";12;"spijker rond plateau";"spijker"
"029030";"post";13;"drie bolletjes";"drie bolletjes zijkanten"
"029030";"post";14;"verticale balk ei";"verticale balk"
"029030";"post";15;"plateau doorheen schoorsteen";"pijpje of schoorsteentje"
"029030";"post";16;"minecraft twee handvatten";"minecraft rechts"
"031032";"pre";1;"plaat verrekijker handvat";"plat vierkant zijkant"
"031032";"pre";2;"feesthoed blok";"driehoek bovenkant"
"031032";"pre";3;"hoog spiraal blokjes";"twist naar beneden"
"031032";"pre";4;"uitlaat dakje staven";"pot met kubus deksel"
"031032";"pre";5;"gootje balk jets";"boek in mok"
"031032";"pre";6;"bol staaf schijf";"rechterkant vastgemaakt"
"031032";"pre";7;"tafeltje bakje";"soort kruk aan onderkant"
"031032";"pre";8;"dubbele plaat";"hengsel aan de rechterkant"
"031032";"pre";9;"zeshoek schijf";"halve maan bovenkant"
"031032";"pre";10;"vlak staven bollen";"poot dwars door mok"
"031032";"pre";11;"bol gootje hendel";"staaf in mok"
"031032";"pre";12;"schijf toeter";"dik hengsel met twee strepen"
"031032";"pre";13;"grondvlak bolletjes";"driehoekjes aan zijkant"
"031032";"pre";14;"bal balk symmetrisch";"balk aan zijkant"
"031032";"pre";15;"plaat hoek buis";"middenin een bierviltje"
"031032";"pre";16;"kijker hendels uitlaat";"grote rechtstaande druppel"
"031032";"post";1;"gekanteld plaat handvat";"plat vierkant voorkant"
"031032";"post";2;"feesthoed";"feesthoedje bovenkant"
"031032";"post";3;"cocktail";"kronkel pizzapunt onderkant"
"031032";"post";4;"parallele balken";"parallelle staafjes zijkant"
"031032";"post";5;"boek buisje";"boek in mok"
"031032";"post";6;"bal balk schijf";"buis met schijf"
"031032";"post";7;"tafeltje";"tafelpoot onderkant"
"031032";"post";8;"parallele platen";"samengeperste vierkanten"
"031032";"post";9;"halve maan";"halve maan"
"031032";"post";10;"honkbal knuppel";"honkbalknuppel dwars doorheen"
"031032";"post";11;"bal rare druppel";"rare druppel staafje"
"031032";"post";12;"schijf dubbel uitsteeksel";"plaat zijkant"
"031032";"post";13;"bolletjes onderplaat schijf";"drie driehoekjes zijkant"
"031032";"post";14;"bol balk handvaten";"bal bovenkant hengsel"
"031032";"post";15;"bierviltje";"bierviltje om mok"
"031032";"post";16;"twee grote druppels";"grote druppel bovenkant"
"033034";"pre";1;"plat schroef torens";"robot met verrekijker"
"033034";"pre";2;"hoedje en onderstel";"onverklaarbare uitstulpingen alle zijden"
"033034";"pre";3;"kelk lang beker";"kubussen erop driehoek eronder"
"033034";"pre";4;"vogelbekdier staartje hoedje";"is aan zijkant"
"033034";"pre";5;"ruimte chip boot balk";"balk erop kraan ernaast"
"033034";"pre";6;"lepel toeter";"spijker door neus"
"033034";"pre";7;"tafel bakje";"tafel door kom"
"033034";"pre";8;"grijper ruit gewicht";"zo'n katten klok"
"033034";"pre";9;"pinokkio druppel cirkel";"voetje cilinder schijf"
"033034";"pre";10;"fiets hendels vierkant deksel";"kom met piemels"
"033034";"pre";11;"vulpen bol neus";"hoofd achtig kompas naald op hoofd"
"033034";"pre";12;"opwindbaar rond plateau";"bijzettafeltje b eruit"
"033034";"pre";13;"plateau spiralen";"plateau kom staartjes"
"033034";"pre";14;"bal handvaten staaf";"bal erop slangen eruit"
"033034";"pre";15;"plateau staaf hendel";"speeltoestel met schoorstenen"
"033034";"pre";16;"vier lange uitstulpsels";"bowlingpin boven en links"
"033034";"post";1;"robot";"robot empire state ogen"
"033034";"post";2;"potlood open kegel";"holle kegel potloodpunt"
"033034";"post";3;"kelk";"kelk driehoek voet"
"033034";"post";4;"perry het vogelbekdier";"perry is teken"
"033034";"post";5;"koffiezetapparaat ruimteschip";"koffieapparaat ruimteschip flapjes"
"033034";"post";6;"indiaan lepel toeter";"indiaan toeter neus"
"033034";"post";7;"tafel";"tafel met bakje"
"033034";"post";8;"grijper met ruit";"grijphand empire state ogen"
"033034";"post";9;"pinokkio neus cirkel lepel";"pinokkio voetje achter schijf"
"033034";"post";10;"piemels";"kom piemels deksel"
"033034";"post";11;"vulpen neus driehoek";"blokje vulpen bovenop"
"033034";"post";12;"toeter en plateau";"toeter kom plateau"
"033034";"post";13;"spiralen bogen plateau";"spirelli scooter achtig plateau"
"033034";"post";14;"fietsstuur balk bol";"kom knuffelt stok"
"033034";"post";15;"glijbaan plateau";"glijbaan plaat halvewege"
"033034";"post";16;"kegels toren flubbertje";"bowlingpins slurf achterzijde"
"035036";"pre";1;"groot vierkant voor";"helikopter"
"035036";"pre";2;"piramide bovenop";"kabouter met puntmuts"
"035036";"pre";3;"de trofee";"urinoir gedraaide afvoer"
"035036";"pre";4;"twee rechthoeken rechts";"twee rechthoekige oren"
"035036";"pre";5;"liggende staaf bovenop";"gebouwtje op ijsberg"
"035036";"pre";6;"paal door bolletje";"neuspiercing en staart"
"035036";"pre";7;"diepe gootsteen";"geweer langs hoofd"
"035036";"pre";8;"dansende pinokkio kop";"stier van onderen"
"035036";"pre";9;"kopje op houdertje";"waterkraan"
"035036";"pre";10;"gieter";"vliegtuig met zonnepaneel"
"035036";"pre";11;"beslagkom met mixer";"dartpijl in achterhoofd"
"035036";"pre";12;"omgekeerde pillon links";"spijker in arm"
"035036";"pre";13;"zes kralen";"kop op tafel"
"035036";"pre";14;"bal bovenop";"korfbal op korf"
"035036";"pre";15;"minder diepe gootsteen";"kop in tafelblad"
"035036";"pre";16;"twee uitstekende tampons";"konijnenoren op onderzeeer"
"035036";"post";1;"helikopter";"helikopter"
"035036";"post";2;"piramide";"piramide of punthoed"
"035036";"post";3;"trofee";"trofee"
"035036";"post";4;"twee rechthoeken rechts";"twee rechthoeken rechts"
"035036";"post";5;"saaie gebouw";"gebouw op berg"
"035036";"post";6;"neuspiercing";"neuspiercing"
"035036";"post";7;"geweer of gootsteen";"geweer langs hoofd"
"035036";"post";8;"pinokkio";"pinokkio danst"
"035036";"post";9;"op houdertje";"kop op houder"
"035036";"post";10;"gieter";"gieter"
"035036";"post";11;"dartpijl";"dartpijl in achterhoofd"
"035036";"post";12;"pilon";"omgekeerde pilon"
"035036";"post";13;"kralen";"kralen op tafel"
"035036";"post";14;"bal bovenop";"korfbal op korf"
"035036";"post";15;"gootsteen hendel links";"ondiep door tafel"
"035036";"post";16;"tampons";"twee tampons"
"037038";"pre";1;"robot met antenne";"blokjes armen"
"037038";"pre";2;"poppetje met feestmuts";"driehoekig hoofd"
"037038";"pre";3;"een benig juichend poppetje";"standbeeld op voet"
"037038";"pre";4;"zittend poppetje met stekels";"vogel die vliegt"
"037038";"pre";5;"hoofd met hanenkam";"blok op eiland"
"037038";"pre";6;"poppetje met ontstopper";"appel"
"037038";"pre";7;"etende kat aan tafel";"dienblad met schaal"
"037038";"pre";8;"opspringende hond";"antennes als oren"
"037038";"pre";9;"steelpan met lepel";"koffiekopje met wafel"
"037038";"pre";10;"gieter met handvat";"pin door kopje"
"037038";"pre";11;"ronde neus hoofd";"grote ronde neus"
"037038";"pre";12;"spijker arm poppetje";"vangrail en dienblad"
"037038";"pre";13;"poppetje met vlechtjes";"ketting"
"037038";"pre";14;"een benig rond hoofdig poppetje";"bol persoon"
"037038";"pre";15;"dj langwerpige neus";"pinokkio met ogen"
"037038";"pre";16;"cactus plant met uitsteeksels";"kaars met armen"
"037038";"post";1;"geblokte armen antenne";"antenne en blokken"
"037038";"post";2;"mannetje met feestmuts";"feestmuts"
"037038";"post";3;"standbeeld op statief";"standbeeld"
"037038";"post";4;"vogel met beentjes";"vogeltje"
"037038";"post";5;"recht balkje mouwtjes";"blok en mouwtje"
"037038";"post";6;"appel met stamper";"appel met stampertje"
"037038";"post";7;"schuin bakje tafel";"dienblad"
"037038";"post";8;"springend hondje";"hondje"
"037038";"post";9;"steelpannetje met lepel";"steelpan"
"037038";"post";10;"balk door lichaam";"staaf en vierkant"
"037038";"post";11;"schuine kegel rondje";"kegel en balk"
"037038";"post";12;"spijker rails rondje";"spijker in vangrail"
"037038";"post";13;"twee kralen armpjes";"kraaltjes"
"037038";"post";14;"cirkel armpjes balk";"mens aan paal"
"037038";"post";15;"langwerpige neus handje";"lange neus"
"037038";"post";16;"cactus met uitsteeksels";"cactus"
"039040";"pre";1;"verrekijker met antenne";"vierkant vlak rechts"
"039040";"pre";2;"driehoek bovenop";"driehoek bovenop"
"039040";"pre";3;"stromend waterstraaltje";"twist driehoek onderkant"
"039040";"pre";4;"stopcontact rechts";"twee rechthoeken rechts"
"039040";"pre";5;"mini glijbaan links";"liggende balk bovenop"
"039040";"pre";6;"neuspiercing plukje haar";"balk door ei"
"039040";"pre";7;"stoel tafel bakje";"trapezium op dienblad"
"039040";"pre";8;"uitsteeksel beneden rechts";"staart onderkant"
"039040";"pre";9;"omgekeerde druppel ondersteuning";"schijf achter bovenkant"
"039040";"pre";10;"uitsteeksels met bolletjes uiteinden";"handvat links achter"
"039040";"pre";11;"bolletjes neus oor haartjes";"ei midden rechts"
"039040";"pre";12;"spijker rechts plateautje";"horizontale schijf rechts"
"039040";"pre";13;"kralenketting horizontaal";"staat op rechthoek"
"039040";"pre";14;"mand eitjes pilaar";"staande balk voorkant"
"039040";"pre";15;"links arm slurf";"twee cilinders bovenop"
"039040";"pre";16;"enkele verrekijker";"omgekeerde kegel bovenop"
"039040";"post";1;"twee verrekijkers";"verrekijkers"
"039040";"post";2;"driehoek bovenop";"driehoek bovenop"
"039040";"post";3;"twirl";"driehoekige voet"
"039040";"post";4;"stekker";"stekker"
"039040";"post";5;"nikszeggend balkje bovenop";"nietszeggend balk bovenop"
"039040";"post";6;"neuspiercing";"neuspiercing"
"039040";"post";7;"tafeltje met soepkom";"dienblad"
"039040";"post";8;"olifantje";"olifant"
"039040";"post";9;"stokje links staartje";"halve cirkel achterkant"
"039040";"post";10;"theekan";"theepot"
"039040";"post";11;"neus twee antennes";"rondje voor"
"039040";"post";12;"plateau met trompet";"toeter"
"039040";"post";13;"staartjes";"staartjes"
"039040";"post";14;"paal aan voorkant";"balk voorkant"
"039040";"post";15;"slurf plaat erdoorheen";"vlak door basisfiguur"
"039040";"post";16;"een verrekijker";"kegel boven zijkant"
"041042";"pre";1;"spion met verrekijker";"groot vierkant aangeplakt"
"041042";"pre";2;"misvormd puntig gezicht";"een driehoek boven"
"041042";"pre";3;"juichend persoon";"lange poot driehoek"
"041042";"pre";4;"angry bird vogel";"twee balkjes rechts"
"041042";"pre";5;"stokstijf persoon";"klein balkje schuin voor"
"041042";"pre";6;"gezicht met neuspiercing";"beker gezicht met neusring"
"041042";"pre";7;"kruiwagen met bakje";"hoog tafeltje"
"041042";"pre";8;"robot op eenwieler";"boven dubbel rechthoekig vierkant"
"041042";"pre";9;"pinokkio toilet";"uitstekende cirkel achter"
"041042";"pre";10;"watergieter";"gieter zonder handvat"
"041042";"pre";11;"clown ronde neus";"grote ei neus"
"041042";"pre";12;"drukpers met plankje";"schuine cirkel voor"
"041042";"pre";13;"drilboor met handvaten";"platte rond voor"
"041042";"pre";14;"waterpomp met bal";"lange balk voor"
"041042";"pre";15;"stofzuiger door grond";"slurf op vierkant"
"041042";"pre";16;"stuurwiel van schepen";"worm en vierkant"
"041042";"post";1;"spion";"vierkant voor"
"041042";"post";2;"vreemde vis";"afgesneden piramide neus"
"041042";"post";3;"juichend persoon";"driehoek staander beneden"
"041042";"post";4;"angry bird";"angry bird"
"041042";"post";5;"stokstijf persoon hanenkam";"balkje in hand"
"041042";"post";6;"neuspiercing";"neuspiercing"
"041042";"post";7;"kruiwagen";"hoge kruiwagen"
"041042";"post";8;"robot op eenwieler";"raampjes op hoofd"
"041042";"post";9;"pinokkio";"pinokkio links neus"
"041042";"post";10;"gieter";"gieter"
"041042";"post";11;"clown ronde neus";"ei neus voor"
"041042";"post";12;"drukpers met hendel";"lange hendel linksboven"
"041042";"post";13;"pippi langkous";"pippi langkous staartjes"
"041042";"post";14;"waterpomp met bal";"open armen"
"041042";"post";15;"stofzuiger slurf";"slurf op vierkant"
"041042";"post";16;"pier in appel";"wormpje achterkant pot"
"043044";"pre";1;"verrekijker";"vierkant aan voorkant"
"043044";"pre";2;"feesthoedje";"soort kegel bovenkant"
"043044";"pre";3;"tulp op driehoek";"vierkant bovenop"
"043044";"pre";4;"f vorm";"rechts twee balkjes"
"043044";"pre";5;"pinguin";"rechthoek op bovenkant"
"043044";"pre";6;"doorboorde neus";"bol met rechthoek"
"043044";"pre";7;"tafel met kom";"tafeltje met schaaltje"
"043044";"pre";8;"karate trap";"dunne cilinder voorkant"
"043044";"pre";9;"beker met citroen schijf";"links cilinder"
"043044";"pre";10;"armen en rugzak";"staaf met bol"
"043044";"pre";11;"neus en vulpen";"alleen bol voorkant"
"043044";"pre";12;"rond dienblad";"omgekeerde kleine pion"
"043044";"pre";13;"gootsteen met ketting";"vierkant als ondergrond"
"043044";"pre";14;"armen en ei";"bol op bovenkant"
"043044";"pre";15;"doorgesneden pot";"dikke cilinder voorkant"
"043044";"pre";16;"propellor";"twee ovaalvormige cilinders"
"043044";"post";1;"verrekijker met paddestoel";"robot"
"043044";"post";2;"feesthoed met potloodpunt";"feesthoed met potlood"
"043044";"post";3;"tulp op driehoek";"tulp"
"043044";"post";4;"f vorm";"f"
"043044";"post";5;"pinguin";"vogel"
"043044";"post";6;"doorboorde neus";"doorgeboorde neus"
"043044";"post";7;"tafel met schaaltje";"tafel met schaaltje"
"043044";"post";8;"karate trap";"pinokkio neus"
"043044";"post";9;"beker met citroen schijf";"citroentje"
"043044";"post";10;"vliegtuig vleugels rugzak";"vleugels"
"043044";"post";11;"vulpen en neus";"neus en pen"
"043044";"post";12;"omgekeerde pion";"omgekeerde pion"
"043044";"post";13;"gootsteen met kraaltjes";"plateau met kraaltjes"
"043044";"post";14;"armen en ei";"ei met armpjes"
"043044";"post";15;"doorboord snijplank slurf";"slurf"
"043044";"post";16;"propellor met staart";"propellor"
"045046";"pre";1;"antenne en vierkant";"vierkante plaat vooraan"
"045046";"pre";2;"boven punt driehoek";"driehoek bovenop"
"045046";"pre";3;"scheve stengel wijnglas";"wokkel en blokken"
"045046";"pre";4;"hoedje twee balkjes";"twee blokjes rechts"
"045046";"pre";5;"vleugels vierkant bovenuit";"paaltje en blokken"
"045046";"pre";6;"pilaar door bolletje";"heeft een ontstopper"
"045046";"pre";7;"tafel door kopje";"hoge tafel"
"045046";"pre";8;"spijker door vierkant";"wasbak met kraan"
"045046";"pre";9;"potlood door kopje";"ronde schijf achter"
"045046";"pre";10;"staaf door kopje";"springplank achteraan"
"045046";"pre";11;"speer staaf neus";"neus en antennes"
"045046";"pre";12;"spijker door arm";"rond bijzettafeltje"
"045046";"pre";13;"kopje op platform";"staat op vierkant"
"045046";"pre";14;"pilaar bol armpjes";"bal bovenop"
"045046";"pre";15;"platform door kopje";"glijbaan en haak"
"045046";"pre";16;"plantenbak vierkante arm";"ronde pijp achteruit"
"045046";"post";1;"antenne vierkant voor";"vierkante plaat voor"
"045046";"post";2;"raar blok drie hoeks punt";"punt bovenop"
"045046";"post";3;"wijnglas";"wijnglas"
"045046";"post";4;"deksel twee uitsteeksels";"identieke blokjes rechts"
"045046";"post";5;"spaceship met huisje";"ruimteschip en gebouw"
"045046";"post";6;"neuspiercing";"neus met piercing"
"045046";"post";7;"tafel met kopje";"tafel met bakje"
"045046";"post";8;"wasbak doorgeprikt vierkant";"wasbak met kraan"
"045046";"post";9;"potlood cirkel lepel";"ronde schijf achter"
"045046";"post";10;"achterklep stangen";"springplank achter"
"045046";"post";11;"geen piercing hoofd";"neus zonder piercing"
"045046";"post";12;"spijker bijzettafel";"spijker en bijzettafel"
"045046";"post";13;"plaat cirkel sprieten";"plateau en sprieten"
"045046";"post";14;"poppetje met balk";"bal bovenop"
"045046";"post";15;"middel platform glijbaan";"glijbaan en haak"
"045046";"post";16;"vierkanten twee stengels";"pijp achter"
"047048";"pre";1;"groot vierkant voorkant";"robot met antenne"
"047048";"pre";2;"feestmuts en wielen";"driehoek op kop"
"047048";"pre";3;"draaiend wijnglas";"wijnglas"
"047048";"pre";4;"eend met uitlaat";"is teken rechts"
"047048";"pre";5;"liggende balk bovenop";"neus vormige neus links"
"047048";"pre";6;"staaf door ei";"lepel zuignap handvat"
"047048";"pre";7;"halve tafel poten";"twee potige tafel"
"047048";"pre";8;"meeste balken uitsteeksels";"ruit met handvaten"
"047048";"pre";9;"ronde plaat achterkant";"pinokkio"
"047048";"pre";10;"lange korte vlaggenmast";"niks aan voorkant"
"047048";"pre";11;"balken voorkant ei";"lepel balvormig handvat"
"047048";"pre";12;"links uitstekende nier";"spijker in handvat"
"047048";"pre";13;"twee strengen vierkantjes";"kop met schotel"
"047048";"pre";14;"lange balk voorkant";"bal kom balk"
"047048";"pre";15;"olifanten slurf twee schoorstenen";"kop door schotel"
"047048";"pre";16;"twee dichte parasols";"twee deegroller handvaten"
"047048";"post";1;"robot";"robot"
"047048";"post";2;"feestmuts";"feesthoedje"
"047048";"post";3;"wijnglas";"wijnglas"
"047048";"post";4;"is teken";"flappy bird is"
"047048";"post";5;"neus met balk";"neus met balk"
"047048";"post";6;"zuignap";"zuignap"
"047048";"post";7;"bijzet tafel poten";"tafel twee poten"
"047048";"post";8;"kraan";"kraan"
"047048";"post";9;"pinokkio";"pinokkio"
"047048";"post";10;"andere lengte uitsteeksels";"twee oneven handvaten"
"047048";"post";11;"theelepel ei neus";"zuignap zonder zuignap"
"047048";"post";12;"spijker bijzettafel";"spijker bijzettafel"
"047048";"post";13;"drie vierkantjes";"vierkantjes met schotel"
"047048";"post";14;"fietsmand";"fietsmand met bal"
"047048";"post";15;"slurf vierkant doorheen";"slurf"
"047048";"post";16;"deegrollers";"deegroller en minecraft"
"049050";"pre";1;"vierkant ervoor";"paddenstoeltje bovenop"
"049050";"pre";2;"puntige driehoek bovenop";"puntige driehoek bovenop"
"049050";"pre";3;"driehoekige gedraaide verhoging";"langwerpig kubus driehoek"
"049050";"pre";4;"twee strepen zijkant";"afgevlakte driehoek bovenop"
"049050";"pre";5;"horizontale staaf bovenop";"balk bovenop compact"
"049050";"pre";6;"staaf door bolletje";"staaf door bolletje"
"049050";"pre";7;"horizontale plank ervoor";"tafel twee pootjes"
"049050";"pre";8;"ruit bovenop";"haakjes zijkant onder"
"049050";"pre";9;"halve cirkel achterkant";"verborgen cirkel achter"
"049050";"pre";10;"zeshoekige staaf bolletjes";"staaf door kopje"
"049050";"pre";11;"kegel staaf bovenop";"bol aan voorkant"
"049050";"pre";12;"horizontale cirkel schijf";"rond plateautje zijkant"
"049050";"pre";13;"diamant stengels zijkanten";"op plateau staand"
"049050";"pre";14;"verticale langwerpige staaf";"bol bovenop"
"049050";"pre";15;"halverwege door vierkant";"vierkant door midden"
"049050";"pre";16;"groeiend vierkant voorop";"afgeronde staaf bovenop"
"049050";"post";1;"paddenstoel vorm bovenop";"paddenstoel"
"049050";"post";2;"scherpe driehoek punt bovenop";"puntig driehoek boven"
"049050";"post";3;"gedraaide staaf onderaan";"spiraal mannetje"
"049050";"post";4;"stompe punt bovenop";"vogel"
"049050";"post";5;"horizontale balk bovenop";"andere vogel"
"049050";"post";6;"staaf door bolletje";"bolletje staaf doorheen"
"049050";"post";7;"horizontale plank ervoor";"tafel twee pootjes"
"049050";"post";8;"doorgestoken ruit bovenop";"diamant bovenkant"
"049050";"post";9;"half rondje erachter";"halve cirkel achter"
"049050";"post";10;"ovaaltjes op staaf uiteinde";"gieter"
"049050";"post";11;"volledig balletje voorop";"omgekeerde kegel bovenkant"
"049050";"post";12;"horizontale ronde schijf";"horizontaal rond plateau"
"049050";"post";13;"diamanten bovenop plaat";"plateau diamantjes"
"049050";"post";14;"verticale balk ervoor";"verticale vierkante staaf"
"049050";"post";15;"vierkant horizontaal doorheen";"vierkant dwars midden"
"049050";"post";16;"groeiend vierkant zijkant";"twee pluimen"
"051052";"pre";1;"schoorsteen op kopje";"twee vierkante schroeven"
"051052";"pre";2;"punt bovenop kopje";"grote driehoek bovenop"
"051052";"pre";3;"driehoekig pootje";"spiraal staart"
"051052";"pre";4;"rechts twee balkjes";"trapezium bovenop"
"051052";"pre";5;"balkje op kopje";"horizontale balk bovenop"
"051052";"pre";6;"houder met zuignap";"neuspiercing bolletje"
"051052";"pre";7;"steun balkjes rondom kopje";"rekje met bakje"
"051052";"pre";8;"tuitje onderaan kopje";"schroef oren staart"
"051052";"pre";9;"achthoekig handvat links";"rondje achter"
"051052";"pre";10;"lange horizontale staaf";"twee ronde schroeven"
"051052";"pre";11;"punt staafje in kopje";"pen balletje"
"051052";"pre";12;"spijker op handvat";"spuit in arm"
"051052";"pre";13;"ruitjes aan weerszijden";"diamanten armen ondergrond"
"051052";"pre";14;"rechthoekige poot rechts";"verticale balk voorkant"
"051052";"pre";15;"vierkant snijdt kopje";"plaat als rokje"
"051052";"pre";16;"drie verschillende handvaten";"vier langwerpige armen"
"051052";"post";1;"kopje met schoorsteentje";"paddestoel twee schroeven"
"051052";"post";2;"piramidedak en wijnflesje";"boven piramide wijnfles"
"051052";"post";3;"wijnglas";"wijnglas driehoek statief"
"051052";"post";4;"kluisdeur met deurklink";"deurklink halve driehoek"
"051052";"post";5;"koffie tuitje en rechthoek";"koffie tuitje horizontale balk"
"051052";"post";6;"beker met zuignap";"zuignap stokje"
"051052";"post";7;"kuipje bovenop balk";"plankje met bakje"
"051052";"post";8;"tuitje aan onderkant";"onderaan tuitje ruit"
"051052";"post";9;"ovale onderkant";"ovale statief lepel"
"051052";"post";10;"lange horizontale cilinder";"twee ongelijke knoppen"
"051052";"post";11;"twee verschillende roerstaafjes";"pen rond balletje"
"051052";"post";12;"spijker en dienblaadje";"dienblad spijker arm"
"051052";"post";13;"zes diamantjes ondergrond";"diamanten staartjes"
"051052";"post";14;"waterpomp achtig met standaard";"waterpomp"
"051052";"post";15;"glijbaan en armpje";"armpje twee staafjes"
"051052";"post";16;"drie handvaten";"twee dezelfde armpjes"
"053054";"pre";1;"twee uitdijende kubussen";"plat vierkant voorkant"
"053054";"pre";2;"driehoek bovenop";"feesthoedje bovenop"
"053054";"pre";3;"wokkel onderaan";"driehoek onderkant"
"053054";"pre";4;"twee uitstekende rechthoekjes rechts";"rechts twee rechthoekjes"
"053054";"pre";5;"liggende rechthoek bovenop";"horizontale staaf bovenop"
"053054";"pre";6;"mini pluimpje linksboven";"staaf door bol"
"053054";"pre";7;"uitstekend tafeltje";"vierhoek kubus ondersteboven"
"053054";"pre";8;"doorgestoken ruit bovenop";"twee ruitjes boven"
"053054";"pre";9;"gedeeltelijke cirkel achterkant";"platte schijf achter"
"053054";"pre";10;"achterzijde uitstekende klep";"bolletjes aan steel"
"053054";"pre";11;"vier verschillende uitsteeksels";"bol drie stekels"
"053054";"pre";12;"links uitsteeksel omhoog";"horizontale schijf rechts"
"053054";"pre";13;"platte cirkel voorop";"drie bolletjes zijkanten"
"053054";"pre";14;"ovaal bol bovenop";"vierhoekige staaf voorkant"
"053054";"pre";15;"identieke mini staafjes bovenop";"groot vierkant doormidden"
"053054";"pre";16;"uitdijende kubus rechterzijde";"twee grote kegels"
"053054";"post";1;"paddenstoel bovenop";"paddestoel"
"053054";"post";2;"driekhoek bovenop";"driehoek wolkje"
"053054";"post";3;"wokkel schroef";"schroef"
"053054";"post";4;"afgesneden piramide bovenop";"rechts twee rechthoekjes"
"053054";"post";5;"lampenkap zijkant";"lampenkap"
"053054";"post";6;"bol staaf erdoorheen";"staaf door bol"
"053054";"post";7;"tafeltje";"tafel"
"053054";"post";8;"ruiten uitstulpende kubussen";"twee ruitjes"
"053054";"post";9;"keukenmachine";"keukenmachine"
"053054";"post";10;"zout potjes";"zout potjes"
"053054";"post";11;"drie uitsteeksels en bol";"bol drie stekels"
"053054";"post";12;"toef met vierkant bovenop";"platte schijf"
"053054";"post";13;"zes dingetjes";"zes bolletjes"
"053054";"post";14;"rechthoek vooraan geplakt";"rechthoekige staaf verticaal"
"053054";"post";15;"links l vorm";"l"
"053054";"post";16;"twee identieke pluimen";"boven zijkant stekel"
"055056";"pre";1;"dun rechtopstaand vierkant";"twee armen"
"055056";"pre";2;"piramide bovenop";"punthoofd"
"055056";"pre";3;"driehoek helemaal onderaan";"ijscoupe"
"055056";"pre";4;"vierkantjes rechterzijkant";"gedraaid varkentje"
"055056";"pre";5;"brede staaf bovenkant";"brievenbus"
"055056";"pre";6;"zuignap koffielepel schuin";"neuspiercing"
"055056";"pre";7;"dienblad bij bovenkant";"kopje schapje bakje"
"055056";"pre";8;"driehoek met aanhangsel";"pinokkio"
"055056";"pre";9;"smalle ronde onderkant";"koekje in koffie"
"055056";"pre";10;"lijkt op gieter";"fotolijstje honkbalknuppel"
"055056";"pre";11;"driehoekig uitsteeksel zijkant";"kop koffie ei"
"055056";"pre";12;"oorvormig uitsteeksel zijkant";"prullenbak bezem"
"055056";"pre";13;"vierkante onderzetter";"twee staartjes"
"055056";"pre";14;"bol bovenop";"bal kopje balk"
"055056";"pre";15;"vierkant rond midden";"stekker"
"055056";"pre";16;"rechtopstaande brede koffielepel";"theepot met uitsteeksel"
"055056";"post";1;"robotarmen";"robotarmen spijker"
"055056";"post";2;"punthoed";"punthoofd blok neus"
"055056";"post";3;"ijscoupe";"ijscoupe"
"055056";"post";4;"varkentje";"varkentje gedraaid"
"055056";"post";5;"broodrooster";"broodrooster"
"055056";"post";6;"zuignap";"spijker neus"
"055056";"post";7;"dienblad bakblik";"schapje poten bakje"
"055056";"post";8;"biscuitje";"ruitvormig koekje robotarmen"
"055056";"post";9;"koffiekoekje";"koekje in koffie"
"055056";"post";10;"gieter";"gieter"
"055056";"post";11;"ei voorkant";"twee lepels ei"
"055056";"post";12;"oor";"oor dienblad"
"055056";"post";13;"spiraal vlechtjes";"vlechtjes ronde neus"
"055056";"post";14;"ei bovenop";"ei kopje balk"
"055056";"post";15;"stekkertje bovenop";"stekker"
